text,span,polarity,polarity_predicted,aspect,ordinal
"this eliminates the need to buy chargers for the new usb c charging cables.the adapters tend to heat up while charging with samsung fast charger.,good product,value for money,it works worth the money,value for money,its continuously play a beep sound while connected to the laptop, which is irritating.,nothing to complain!,good product but finish could have been still better.as of not working fine but doesn t look much durable.",beep sound,positive,positive,sound,0
"perfect hdmi cable for boat soundbar and lg smart tv,this product is overpriced,value for money good quality product,quality product,good ,good quality,good,it's ok to purchase for and as arc port",boat soundbar,positive,positive,sound,0
"perfect hdmi cable for boat soundbar and lg smart tv,this product is overpriced,value for money good quality product,quality product,good ,good quality,good,it's ok to purchase for and as arc port",value,negative,positive,value,0
"perfect hdmi cable for boat soundbar and lg smart tv,this product is overpriced,value for money good quality product,quality product,good ,good quality,good,it's ok to purchase for and as arc port",money,negative,positive,value,0
"perfect hdmi cable for boat soundbar and lg smart tv,this product is overpriced,value for money good quality product,quality product,good ,good quality,good,it's ok to purchase for and as arc port",quality product,positive,positive,quality,0
"perfect hdmi cable for boat soundbar and lg smart tv,this product is overpriced,value for money good quality product,quality product,good ,good quality,good,it's ok to purchase for and as arc port",quality product,positive,positive,quality,0
"perfect hdmi cable for boat soundbar and lg smart tv,this product is overpriced,value for money good quality product,quality product,good ,good quality,good,it's ok to purchase for and as arc port",quality,positive,positive,quality,0
"only thing is i wish the top surface had an arrow type bump on the plastic to point where the holes are you so you don't have to look down but you can just tell by touch.,delivery amazon delivery is always reliable and it didn t fail me this time too..packaging both outer packing and the product packaging were intact.",amazon delivery,positive,positive,delivery,0
"only thing is i wish the top surface had an arrow type bump on the plastic to point where the holes are you so you don't have to look down but you can just tell by touch.,delivery amazon delivery is always reliable and it didn t fail me this time too..packaging both outer packing and the product packaging were intact.",product packaging,positive,positive,delivery,0
"the nozzle makes it convenient to pour it a cup.for this price in great india sale, i think it s worth.",price,positive,positive,value,0
one for coffee another for green black tea.totally value for money.,value,positive,positive,value,0
one for coffee another for green black tea.totally value for money.,money,positive,positive,value,0
"the quink ink is clearly worth it with its thick blue color and giving superb contrast on white paper.,best product,good,no,dislikei have a ink pot of pilot andi was thinking to buy the parker one,rate is too high but quantity is too low,the quantity is little.,best quality",quality,positive,positive,quality,0
"good,got a nice product,quick not charger ,cable is very good and looks durable but the pins quality are not good, infact iphone pin keep coming out even with small movement, you can drive and charge simultaneously.",charger,positive,positive,battery,0
"good,got a nice product,quick not charger ,cable is very good and looks durable but the pins quality are not good, infact iphone pin keep coming out even with small movement, you can drive and charge simultaneously.",pins quality,positive,positive,quality,0
"type c is good and the other pin is very hard to insert but workable.,this not a fast charger and can t be used for data transfer.",charger,negative,negative,battery,0
"grand product,good quality, but not the best.best used for backup or archive drives.,i've been using this since 2021 july and it has been quite a helpful one.",quality,positive,positive,quality,0
"grand product,good quality, but not the best.best used for backup or archive drives.,i've been using this since 2021 july and it has been quite a helpful one.",backup,positive,positive,battery,0
"and orico products are really sturdy and well finished products.,its worth buying the product, very easy to connect the hdd in the case just slide the cover and insert the disk, plug the cable and you are ready.speed is also very good.,the case is quite good in connectivity and transfer speed but the case body is made up of low quality plastic.it is advisable to go for adata case.,i have been using this for couple of days and i am finally writing a review for this item.",speed,positive,positive,performance,0
"and orico products are really sturdy and well finished products.,its worth buying the product, very easy to connect the hdd in the case just slide the cover and insert the disk, plug the cable and you are ready.speed is also very good.,the case is quite good in connectivity and transfer speed but the case body is made up of low quality plastic.it is advisable to go for adata case.,i have been using this for couple of days and i am finally writing a review for this item.",quality,positive,positive,quality,0
"nice,good iron, performance, look and shape is very good,i like this product,yes,working well now.,nice product,acch hai,good",performance,positive,positive,performance,0
"nice product,ok,poor quality!",quality,negative,negative,quality,0
"stopped working in a month,this remote will work only for the new tv and not able to connect even follow all the procedure mentioned on guide.,you need to sync with original tv remote to make volume, power, mute and av buttons work.",volume,neutral,neutral,sound,0
"stopped working in a month,this remote will work only for the new tv and not able to connect even follow all the procedure mentioned on guide.,you need to sync with original tv remote to make volume, power, mute and av buttons work.",power,neutral,neutral,battery,0
"2nd purchase review....purchased on 17 july 2019, dash charge stopped working on 15 september 2019...",dash charge,neutral,neutral,battery,0
"it used to charge in one position only, and charging used to stop with little movement...finally had to replace it with new one after 6 7 months....since the price is now reduced to 300, so i will say good product in this price...",price,positive,positive,value,0
"initial review written just after purchase yes, it supports dash charge, and no heating issues...",dash charge,positive,positive,battery,0
"it puts strain on both the points, the charger side and mobile side, which again makes it vulnerable to cracks...this raises a question on longevity of the cable.....let's do some calculations.....my original oneplus cable lasted for 2 years, cost of which at present is rs.1100....",charger side,neutral,positive,battery,0
"it puts strain on both the points, the charger side and mobile side, which again makes it vulnerable to cracks...this raises a question on longevity of the cable.....let's do some calculations.....my original oneplus cable lasted for 2 years, cost of which at present is rs.1100....",cost,neutral,neutral,value,0
"the rs.1100 cable online is 1.5 meters long, which makes it easy to work on phone while it is plugged.....popio cable costs rs.400 at present but they show it 999 , which means price may rise ...",popio cable costs rs.400,neutral,neutral,value,0
"the rs.1100 cable online is 1.5 meters long, which makes it easy to work on phone while it is plugged.....popio cable costs rs.400 at present but they show it 999 , which means price may rise ...",price,neutral,positive,value,0
so effective price of popio cable is rs.500 for 1.5 meter cable...popio cable is 1 meters long against 1.5 meters of original cable...,price,positive,positive,value,0
"using a short cable while charging puts strain on the cable and phone's charging port, which is damaging for both, and also decreases life of both the cable and charging port.....they say you have to consider cost while writing review...",cost,neutral,neutral,value,0
"but you should also consider cost on long run, not just the immediate cost....",cost,neutral,positive,value,0
"charging rapidly thankful,2nd purchase review....purchased on 17 july 2019, dash charge stopped working on 15 september 2019...",dash charge,neutral,neutral,battery,0
"it used to charge in one position only, and charging used to stop with little movement...finally had to replace it with new one after 6 7 months....since the price is now reduced to 300, so i will say good product in this price...",price,negative,negative,value,0
"initial review written just after purchase yes, it supports dash charge, and no heating issues...",dash charge,positive,positive,battery,0
"it puts strain on both the points, the charger side and mobile side, which again makes it vulnerable to cracks...",charger side,negative,negative,battery,0
"this raises a question on longevity of the cable.....let's do some calculations.....my original oneplus cable lasted for 2 years, cost of which at present is rs.1100....",cost,neutral,neutral,value,0
"the rs.1100 cable online is 1.5 meters long, which makes it easy to work on phone while it is plugged.....popio cable costs rs.400 at present but they show it 999 , which means price may rise ...",popio cable costs rs.400,neutral,neutral,value,0
"the rs.1100 cable online is 1.5 meters long, which makes it easy to work on phone while it is plugged.....popio cable costs rs.400 at present but they show it 999 , which means price may rise ...",price,neutral,positive,value,0
so effective price of popio cable is rs.500 for 1.5 meter cable...popio cable is 1 meters long against 1.5 meters of original cable...,price,positive,positive,value,0
"using a short cable while charging puts strain on the cable and phone's charging port, which is damaging for both, and also decreases life of both the cable and charging port.....they say you have to consider cost while writing review...",cost,neutral,neutral,value,0
"it has more length, it is soft, and it lasts longer with moderate use....,product is nice,it's worth buying and quality is great,the product does not support the fast charging for oneplus 7t,the quality of the wire is great.",quality,positive,positive,quality,0
"it has more length, it is soft, and it lasts longer with moderate use....,product is nice,it's worth buying and quality is great,the product does not support the fast charging for oneplus 7t,the quality of the wire is great.",charging,positive,positive,battery,0
"the charging speed is good and the transfer rate is somewhat less compared to original oneplus cable,good quality, long lasting",speed,positive,positive,performance,0
"the charging speed is good and the transfer rate is somewhat less compared to original oneplus cable,good quality, long lasting",quality,positive,positive,quality,0
"i think it's value for money.speed test read speed usb 2.0 80 90 mb s usb 3 85 95 mb s usb type c 85 95 mb s write speed usb 2.0 20 mb s usb 3 21 25 mb s usb type c 20 25 mb spros metal body and not heavy easy use have type c good qualitycons product gets very hot while it's connected because it is a metal body we are not getting the speed that they said.,i like the metal body and build quality but at the same time it is metal so it heats a lot and speed is good it reaches 140 145 mbps write speed when it is cold when it gets hot the speed get low as to 8 mbps and storage not good i purchased 128gb varient and i got only 115gb 15gb less storage.overall decent product.,1 heat alot as it is metalic2 speeds are not consistent somtime it give 20mbps speed and sometimes 5 15 mbps.3 i can say it is value for money for those who want a pendrive with type c connectornote i preferred metal because it is durable,you can also buy it's plastic varients both are same in speeds.also plastic heat less,pendrive is quite good.",value,positive,positive,value,0
"i think it's value for money.speed test read speed usb 2.0 80 90 mb s usb 3 85 95 mb s usb type c 85 95 mb s write speed usb 2.0 20 mb s usb 3 21 25 mb s usb type c 20 25 mb spros metal body and not heavy easy use have type c good qualitycons product gets very hot while it's connected because it is a metal body we are not getting the speed that they said.,i like the metal body and build quality but at the same time it is metal so it heats a lot and speed is good it reaches 140 145 mbps write speed when it is cold when it gets hot the speed get low as to 8 mbps and storage not good i purchased 128gb varient and i got only 115gb 15gb less storage.overall decent product.,1 heat alot as it is metalic2 speeds are not consistent somtime it give 20mbps speed and sometimes 5 15 mbps.3 i can say it is value for money for those who want a pendrive with type c connectornote i preferred metal because it is durable,you can also buy it's plastic varients both are same in speeds.also plastic heat less,pendrive is quite good.",money.speed test,positive,positive,performance,0
"i think it's value for money.speed test read speed usb 2.0 80 90 mb s usb 3 85 95 mb s usb type c 85 95 mb s write speed usb 2.0 20 mb s usb 3 21 25 mb s usb type c 20 25 mb spros metal body and not heavy easy use have type c good qualitycons product gets very hot while it's connected because it is a metal body we are not getting the speed that they said.,i like the metal body and build quality but at the same time it is metal so it heats a lot and speed is good it reaches 140 145 mbps write speed when it is cold when it gets hot the speed get low as to 8 mbps and storage not good i purchased 128gb varient and i got only 115gb 15gb less storage.overall decent product.,1 heat alot as it is metalic2 speeds are not consistent somtime it give 20mbps speed and sometimes 5 15 mbps.3 i can say it is value for money for those who want a pendrive with type c connectornote i preferred metal because it is durable,you can also buy it's plastic varients both are same in speeds.also plastic heat less,pendrive is quite good.",speed,positive,positive,performance,0
"i think it's value for money.speed test read speed usb 2.0 80 90 mb s usb 3 85 95 mb s usb type c 85 95 mb s write speed usb 2.0 20 mb s usb 3 21 25 mb s usb type c 20 25 mb spros metal body and not heavy easy use have type c good qualitycons product gets very hot while it's connected because it is a metal body we are not getting the speed that they said.,i like the metal body and build quality but at the same time it is metal so it heats a lot and speed is good it reaches 140 145 mbps write speed when it is cold when it gets hot the speed get low as to 8 mbps and storage not good i purchased 128gb varient and i got only 115gb 15gb less storage.overall decent product.,1 heat alot as it is metalic2 speeds are not consistent somtime it give 20mbps speed and sometimes 5 15 mbps.3 i can say it is value for money for those who want a pendrive with type c connectornote i preferred metal because it is durable,you can also buy it's plastic varients both are same in speeds.also plastic heat less,pendrive is quite good.",speed usb,positive,positive,performance,0
"i think it's value for money.speed test read speed usb 2.0 80 90 mb s usb 3 85 95 mb s usb type c 85 95 mb s write speed usb 2.0 20 mb s usb 3 21 25 mb s usb type c 20 25 mb spros metal body and not heavy easy use have type c good qualitycons product gets very hot while it's connected because it is a metal body we are not getting the speed that they said.,i like the metal body and build quality but at the same time it is metal so it heats a lot and speed is good it reaches 140 145 mbps write speed when it is cold when it gets hot the speed get low as to 8 mbps and storage not good i purchased 128gb varient and i got only 115gb 15gb less storage.overall decent product.,1 heat alot as it is metalic2 speeds are not consistent somtime it give 20mbps speed and sometimes 5 15 mbps.3 i can say it is value for money for those who want a pendrive with type c connectornote i preferred metal because it is durable,you can also buy it's plastic varients both are same in speeds.also plastic heat less,pendrive is quite good.",qualitycons product,positive,positive,quality,0
"when we plug in mobile and then in pc i am getting some kind of error but files are intact and able to copy it,i like it's designe speed and build quality but there is a negetive point after you flip side for 10 to 20 time you will find that tha flip cover is starting to get loose,so far so good, it's early to right a review, as per my usage i will update accordingly,good,user friendly",designe speed,positive,positive,performance,0
"when we plug in mobile and then in pc i am getting some kind of error but files are intact and able to copy it,i like it's designe speed and build quality but there is a negetive point after you flip side for 10 to 20 time you will find that tha flip cover is starting to get loose,so far so good, it's early to right a review, as per my usage i will update accordingly,good,user friendly",quality,positive,positive,quality,0
"they can improve on sturdiness a bit, but overall good quality product and better price than all other products.",quality product,positive,positive,quality,0
"they can improve on sturdiness a bit, but overall good quality product and better price than all other products.",price,positive,positive,value,0
"and also fans place if it s some what moved to the right side instead of mostly to the left side, then the laptop gets the air correctly so laptop don t get much heat.,i am writing this review after using this table for 8 months ,it is very convenient ,the table doesn't shake even if we use it on bed ,corners of the table are smooth and th material is really of good quality,and the fan is really handy ,even i use the use this table as a cooling pad by folding and the legs and just put it on the table ,but only when we are watching videos and not typing ,ot else it will be shakey ,over all i am happy ,that my money didn't not got waste because i search for a table there are other brand for even less price like 500 ,but i choose this thinking that it is a once time investment and i need to buy and item which is durable and i bought this ,and i am happy with my decision,i like it , only thing is little bit smaller than others and i don't find any use of fan.",material,positive,positive,quality,0
"and also fans place if it s some what moved to the right side instead of mostly to the left side, then the laptop gets the air correctly so laptop don t get much heat.,i am writing this review after using this table for 8 months ,it is very convenient ,the table doesn't shake even if we use it on bed ,corners of the table are smooth and th material is really of good quality,and the fan is really handy ,even i use the use this table as a cooling pad by folding and the legs and just put it on the table ,but only when we are watching videos and not typing ,ot else it will be shakey ,over all i am happy ,that my money didn't not got waste because i search for a table there are other brand for even less price like 500 ,but i choose this thinking that it is a once time investment and i need to buy and item which is durable and i bought this ,and i am happy with my decision,i like it , only thing is little bit smaller than others and i don't find any use of fan.",quality,positive,positive,quality,0
"and also fans place if it s some what moved to the right side instead of mostly to the left side, then the laptop gets the air correctly so laptop don t get much heat.,i am writing this review after using this table for 8 months ,it is very convenient ,the table doesn't shake even if we use it on bed ,corners of the table are smooth and th material is really of good quality,and the fan is really handy ,even i use the use this table as a cooling pad by folding and the legs and just put it on the table ,but only when we are watching videos and not typing ,ot else it will be shakey ,over all i am happy ,that my money didn't not got waste because i search for a table there are other brand for even less price like 500 ,but i choose this thinking that it is a once time investment and i need to buy and item which is durable and i bought this ,and i am happy with my decision,i like it , only thing is little bit smaller than others and i don't find any use of fan.",money,positive,positive,value,0
"and also fans place if it s some what moved to the right side instead of mostly to the left side, then the laptop gets the air correctly so laptop don t get much heat.,i am writing this review after using this table for 8 months ,it is very convenient ,the table doesn't shake even if we use it on bed ,corners of the table are smooth and th material is really of good quality,and the fan is really handy ,even i use the use this table as a cooling pad by folding and the legs and just put it on the table ,but only when we are watching videos and not typing ,ot else it will be shakey ,over all i am happy ,that my money didn't not got waste because i search for a table there are other brand for even less price like 500 ,but i choose this thinking that it is a once time investment and i need to buy and item which is durable and i bought this ,and i am happy with my decision,i like it , only thing is little bit smaller than others and i don't find any use of fan.",price,positive,positive,value,0
"still as sturdy and durable as the new one.,nil,used it for a fortnight till now in my car for mobile charging.",charging,positive,positive,battery,0
"works well.,not working with fast charger , if you are planning to use with normal charger , its pretty good .",charger,positive,positive,battery,0
"product quality too its good.,i'm using this cable since 1 years and currently this cable is running perfectly without any problems.if you want to buy best type c cable then without thinking buy it.,does not support display only work to connect network and charging,good and useful",product quality,positive,positive,quality,0
"i am using this on an old mac mini, since the broadcom proprietary drivers aren't available and the replacement b43 drivers don't allow for sufficient download speeds, at least in my experience.",download speeds,neutral,positive,performance,0
"but even though i had never used dkms or iw before, the github repo along with the build tools available in the jammy repo made it easy enough to get the device working read the github readme .to be sure i first got the drivers working in a local ubuntu vm using guest additions to connect to the usb device directly from the guest os, which also worked.ultimately, i installed the os on the host and setup the drivers using usb tethering.",build tools,neutral,neutral,quality,0
"i then got the same download speed using this device i was previously getting on my other network interfaces on windows and mac, but now on ubuntu.the device itself is a bit sensitive to the antenna direction when it comes to the impact on download speed.",download speed,neutral,neutral,performance,0
"there is also a driver of realtek which you might need to install to make it work in your kali machine.i have given it 4 stars just because the performance if not good as the alpha adapters which is reasonable for this range of price but in this range and for as a beginner it is the best adapter you can buy.,nice product.",performance,positive,positive,performance,0
"there is also a driver of realtek which you might need to install to make it work in your kali machine.i have given it 4 stars just because the performance if not good as the alpha adapters which is reasonable for this range of price but in this range and for as a beginner it is the best adapter you can buy.,nice product.",price,positive,positive,value,0
"my pc is now 5g price is too high so giving 4 star,got the wi fi in one of the rooms from 0 to 70 .",g price,neutral,neutral,value,0
"but when it for the first time, you need to install the driver on your desktop laptop from the tp link website to make it operational, which is not very well explained in the manual.,this product is very good,i have buy this product because my laptop don t support wifi 5ghz band, in 2.5 ghz i receive 30 40mbps speed only but my broadband plan is 150mbps.1.",speed,neutral,neutral,performance,0
"i receive 170mbps download and 110mbps upload speed on 5ghz and my broadband plan is 150mbps.i highly recommend this product.,i purchase this product for company use and this is a very good product.",speed,positive,positive,performance,0
"eh..the looks, i'll give it 9 10, it's good looking stylish differenttouch screen is goodthe sleep tracking too is kinda accurate i still haven't understood it that well lol battery life is muah, i use it without bluetooth and it easily survives for 6 7 daysspo2 and heart rate, i just believe what it says as i can't check prove if that's correct.the water resistance, i haven't used it in water ofc am scared the calling feature works fine..",battery life,negative,positive,battery,0
"its got good sound overall its a decent watch and can be used in day to day activities, am quite satisfied with it as my first smart watch ,i've used this product for 4 days, and i'm going to rate the various features and different aspects of this smartwatch which could help the customers here so, bluetooth calling 4 5 the in built mic of this watch is excellent and the voice gets to the other side without any disturbance, watch connects smoothly with the mobile and don't get disconnected automatically until you do it yourself through watch or phone.",sound,positive,positive,sound,0
"only con is you can't silent the incoming call which is annoying sometime, hope they fix it with an update.built quality and looks 4.5 5 metallic built which looks premium and straps are also quite smooth and comforting.",quality,positive,positive,quality,0
"only con is you can't silent the incoming call which is annoying sometime, hope they fix it with an update.built quality and looks 4.5 5 metallic built which looks premium and straps are also quite smooth and comforting.",premium,positive,positive,quality,0
only con is you can get scratches on display so protect with it some sort of screen guard.touch screen 5 5 it's almost buttery smooth without any lag which is pretty impressive for a smartwatch under 2k.,lag,positive,positive,performance,0
"the voice gets to the other side without any disturbance.the build quality is good over the wrists, but you can get scratches on the display, so protect it with some screen guard.",build quality,positive,positive,quality,0
"the watch also has a great battery life, and i can go for days without having to charge it.",battery life,positive,positive,battery,0
"overall, i am very pleased with my purchase and would highly recommend the fire boltt phoenix watch to anyone who is looking for a stylish and functional watch.,this watch is absolutely stunning and great value for money.",value,positive,positive,value,0
"overall, i am very pleased with my purchase and would highly recommend the fire boltt phoenix watch to anyone who is looking for a stylish and functional watch.,this watch is absolutely stunning and great value for money.",money,positive,positive,value,0
"really pleased with the design and shape of watch, definitely a must buy for every person .loved the colour, durability and accuracy is super .",durability,positive,positive,durability,0
"but best available in the market.,good product, but too smaller than the regular one!,hello everyone,i bought this mouse in april 2022, so after 8 months of use, i'm writing this review.battery the most important one 10 10 it came with a single aa sized battery clock battery that worked from 1st april 10th december which is more than 8 months.",battery,positive,positive,battery,0
"though battery closing pane could have been better.usb transmitter 9 10 it's normal and can be carried inside the battery cavity.switch 5 10 on off switch is not handy, you need a long nail to switch it on off but is strong enough to resist a hard stroke when you force it to off with your nailless fingers.precision and laser 10 10 precision is just what most mouses have which is accurate and the laser is invisible no annoying light in the bottom .buttons 7 10 buttons produce a slight noise on click and after a long usage the left button is shaking slightly.overall ratings 9 10the main reason for you to buy this its battery efficiency, it will cost you only 12 inr for 8 months.,its very small and it trouble for my hand which is considerably smaller than other people it do fit nicely in 10 year old nephew but now mine but no complains works great from far distance so its good there its should be sold for 400 only its slighly over priced,nice mouse.easy to holdworking very smooth and fast, response time is very good.,good durable product,its a great mouse under this price for normal office use, it would have been much better if it had silent clicks!!!!!,working well so far.",battery closing pane,positive,positive,battery,0
"though battery closing pane could have been better.usb transmitter 9 10 it's normal and can be carried inside the battery cavity.switch 5 10 on off switch is not handy, you need a long nail to switch it on off but is strong enough to resist a hard stroke when you force it to off with your nailless fingers.precision and laser 10 10 precision is just what most mouses have which is accurate and the laser is invisible no annoying light in the bottom .buttons 7 10 buttons produce a slight noise on click and after a long usage the left button is shaking slightly.overall ratings 9 10the main reason for you to buy this its battery efficiency, it will cost you only 12 inr for 8 months.,its very small and it trouble for my hand which is considerably smaller than other people it do fit nicely in 10 year old nephew but now mine but no complains works great from far distance so its good there its should be sold for 400 only its slighly over priced,nice mouse.easy to holdworking very smooth and fast, response time is very good.,good durable product,its a great mouse under this price for normal office use, it would have been much better if it had silent clicks!!!!!,working well so far.",battery cavity.switch,positive,positive,battery,0
"though battery closing pane could have been better.usb transmitter 9 10 it's normal and can be carried inside the battery cavity.switch 5 10 on off switch is not handy, you need a long nail to switch it on off but is strong enough to resist a hard stroke when you force it to off with your nailless fingers.precision and laser 10 10 precision is just what most mouses have which is accurate and the laser is invisible no annoying light in the bottom .buttons 7 10 buttons produce a slight noise on click and after a long usage the left button is shaking slightly.overall ratings 9 10the main reason for you to buy this its battery efficiency, it will cost you only 12 inr for 8 months.,its very small and it trouble for my hand which is considerably smaller than other people it do fit nicely in 10 year old nephew but now mine but no complains works great from far distance so its good there its should be sold for 400 only its slighly over priced,nice mouse.easy to holdworking very smooth and fast, response time is very good.,good durable product,its a great mouse under this price for normal office use, it would have been much better if it had silent clicks!!!!!,working well so far.",noise,neutral,positive,sound,0
"though battery closing pane could have been better.usb transmitter 9 10 it's normal and can be carried inside the battery cavity.switch 5 10 on off switch is not handy, you need a long nail to switch it on off but is strong enough to resist a hard stroke when you force it to off with your nailless fingers.precision and laser 10 10 precision is just what most mouses have which is accurate and the laser is invisible no annoying light in the bottom .buttons 7 10 buttons produce a slight noise on click and after a long usage the left button is shaking slightly.overall ratings 9 10the main reason for you to buy this its battery efficiency, it will cost you only 12 inr for 8 months.,its very small and it trouble for my hand which is considerably smaller than other people it do fit nicely in 10 year old nephew but now mine but no complains works great from far distance so its good there its should be sold for 400 only its slighly over priced,nice mouse.easy to holdworking very smooth and fast, response time is very good.,good durable product,its a great mouse under this price for normal office use, it would have been much better if it had silent clicks!!!!!,working well so far.",battery efficiency,positive,positive,battery,0
"though battery closing pane could have been better.usb transmitter 9 10 it's normal and can be carried inside the battery cavity.switch 5 10 on off switch is not handy, you need a long nail to switch it on off but is strong enough to resist a hard stroke when you force it to off with your nailless fingers.precision and laser 10 10 precision is just what most mouses have which is accurate and the laser is invisible no annoying light in the bottom .buttons 7 10 buttons produce a slight noise on click and after a long usage the left button is shaking slightly.overall ratings 9 10the main reason for you to buy this its battery efficiency, it will cost you only 12 inr for 8 months.,its very small and it trouble for my hand which is considerably smaller than other people it do fit nicely in 10 year old nephew but now mine but no complains works great from far distance so its good there its should be sold for 400 only its slighly over priced,nice mouse.easy to holdworking very smooth and fast, response time is very good.,good durable product,its a great mouse under this price for normal office use, it would have been much better if it had silent clicks!!!!!,working well so far.",price,positive,positive,value,0
"it's a good data cable and i recommend it to purchase,the only issue was the metal pin is not fixed firmly so it has become loose,otherwise no issue,must purchase, cable which is sturdy it's not a fast charging cable but the three outlets does the job.,good sturdy micro usb cable with good charging speeds.",speeds,positive,positive,performance,0
"please don't raise prices,nice product, a simpla microusb cable, ,best for this price,good one",prices,positive,positive,value,0
"please don't raise prices,nice product, a simpla microusb cable, ,best for this price,good one",price,positive,positive,value,0
